Sl.No.,Slide No,State,District,Slide Name,NH SH Location,Latitude,Longitude,Material Involved,Movement Type,History,latitude_valid,longitude_valid,latitude_missing,longitude_missing,latitude_invalid,longitude_invalid,missing_coordinates,coordinate_status,suspicious_coordinates,valid_coordinate_rows,state_missing,district_missing,state_district_status,material_missing,movement_type_missing,history_missing,event_date,event_date_start,event_date_end,event_time,date_status,date_precision,date_parse_notes,landslide,event_quality
190,ASM/DH/83G4/2016/11,Assam,Dima Hasao,N.D Raji (Hamar)-2,"N.D Raji (Hamar)village, Haflong",25.175056,93.020417,Debris,Slide,2016,True,True,False,False,False,False,False,valid,False,True,False,False,valid,False,False,False,,2016,2016,,year_only,year,Year-only value preserved as-is: 2016.,1,limited_date_precision
191,ASM/DH/83G4/2016/10,Assam,Dima Hasao,N.D Raji.-1,"N.D Raji village, Haflong",25.175972,93.020167,Debris,Slide,2016,True,True,False,False,False,False,False,valid,False,True,False,False,valid,False,False,False,,2016,2016,,year_only,year,Year-only value preserved as-is: 2016.,1,limited_date_precision
192,ASM/DH/83G4/2016/23,Assam,Dima Hasao,Mahur,Mahur,25.176389,93.116139,Debris,Slide,2016,True,True,False,False,False,False,False,valid,False,True,False,False,valid,False,False,False,,2016,2016,,year_only,year,Year-only value preserved as-is: 2016.,1,limited_date_precision
193,ASM/DH/83G4/2016/08,Assam,Dima Hasao,Khongsai slide- 2,"Khongsai village, Haflong",25.176917,93.026556,Earth,Slide,2014,True,True,False,False,False,False,False,valid,False,True,False,False,valid,False,False,False,,2014,2014,,year_only,year,Year-only value preserved as-is: 2014.,1,limited_date_precision
194,ASM/DH/83G4/2016/09,Assam,Dima Hasao,Muolhoi /Gilgal,"Muolhoi /Gilgal village, Haflong",25.177028,93.020889,Earth,Slide,2016,True,True,False,False,False,False,False,valid,False,True,False,False,valid,False,False,False,,2016,2016,,year_only,year,Year-only value preserved as-is: 2016.,1,limited_date_precision
195,ASM/DH/83G4/2016/05,Assam,Dima Hasao,Khongsai slide-1,"Khongsai village, Haflong",25.1775,93.026222,Earth,Slide,2014,True,True,False,False,False,False,False,valid,False,True,False,False,valid,False,False,False,,2014,2014,,year_only,year,Year-only value preserved as-is: 2014.,1,limited_date_precision
196,ASM/DH/83G4/2016/01,Assam,Dima Hasao,Migrendisa slide,"Near Migrendisa Railway
Station, Migrendisa",25.179861,93.070778,Debris,Slide,2016,True,True,False,False,False,False,False,valid,False,True,False,False,valid,False,False,False,,2016,2016,,year_only,year,Year-only value preserved as-is: 2016.,1,limited_date_precision
201,ASM/DH/83G4/2016/20,Assam,Dima Hasao,Newngalsong,"Newngalsong village, Mahur",25.184528,93.125639,Debris,Slide,2016,True,True,False,False,False,False,False,valid,False,True,False,False,valid,False,False,False,,2016,2016,,year_only,year,Year-only value preserved as-is: 2016.,1,limited_date_precision
202,AS/DIM/83G4/2015/62,Assam,Dima Hasao,Phaeding-Sunbung Subsidence,8.5 km from Mahur; NH-54,25.186,93.104,Earth,Slide,2014,True,True,False,False,False,False,False,valid,False,True,False,False,valid,False,False,False,,2014,2014,,year_only,year,Year-only value preserved as-is: 2014.,1,limited_date_precision
203,ASM/DH/83G4/2016/21,Assam,Dima Hasao,Heuwangaberam-2,"Heuwangaberam village, Mahur",25.18725,93.120556,Debris,Slide,2016,True,True,False,False,False,False,False,valid,False,True,False,False,valid,False,False,False,,2016,2016,,year_only,year,Year-only value preserved as-is: 2016.,1,limited_date_precision
204,AS/DIM/83G4/2015/63,Assam,Dima Hasao,Bara-wapu village subsidence,"South of Bara-wapu village on
NH-54",25.188,93.066,Earth,Slide,2014,True,True,False,False,False,False,False,valid,False,True,False,False,valid,False,False,False,,2014,2014,,year_only,year,Year-only value preserved as-is: 2014.,1,limited_date_precision
205,ASM/DH/83G4/2016/41,Assam,Dima Hasao,"Lower Haflong slide (Haflong –
Gunjung road-12)","Haflong – Gunjung road section,
Lower Haflong",25.188444,93.019667,Rock cum Debris,Slide,2016,True,True,False,False,False,False,False,valid,False,True,False,False,valid,False,False,False,,2016,2016,,year_only,year,Year-only value preserved as-is: 2016.,1,limited_date_precision
208,ASM/DH/83G4/2016/53,Assam,Dima Hasao,Mahur railway station slide,"Mahur railway station, Haflong",25.189556,93.096417,Debris,Slide,2016,True,True,False,False,False,False,False,valid,False,True,False,False,valid,False,False,False,,2016,2016,,year_only,year,Year-only value preserved as-is: 2016.,1,limited_date_precision
214,ASM/DH/83G4/2016/22,Assam,Dima Hasao,Heuwangaberam-3,"Heuwangaberam village, Mahur",25.193083,93.120417,Earth,Slide,2016,True,True,False,False,False,False,False,valid,False,True,False,False,valid,False,False,False,,2016,2016,,year_only,year,Year-only value preserved as-is: 2016.,1,limited_date_precision
215,ASM/DH/83G4/2016/40,Assam,Dima Hasao,"Lungkok slide (Haflong – Gunjung road
11)","Haflong – Gunjung road section,
Lungkok village, Lower Haflong",25.196694,93.018583,Rock cum Debris,Slide,2016,True,True,False,False,False,False,False,valid,False,True,False,False,valid,False,False,False,,2016,2016,,year_only,year,Year-only value preserved as-is: 2016.,1,limited_date_precision
216,ASM/DH/83G4/2016/39,Assam,Dima Hasao,Haflong-Gunjung road section slide-10,Lower Haflong,25.199722,93.016722,Debris,Slide,2016,True,True,False,False,False,False,False,valid,False,True,False,False,valid,False,False,False,,2016,2016,,year_only,year,Year-only value preserved as-is: 2016.,1,limited_date_precision
219,AS/DIM/83G4/2015/50,Assam,Dima Hasao,Heuwangbram,"Near Heuwangbram ,NH-54",25.201,93.122,Earth,Slide,2014,True,True,False,False,False,False,False,valid,False,True,False,False,valid,False,False,False,,2014,2014,,year_only,year,Year-only value preserved as-is: 2014.,1,limited_date_precision
221,ASM/DH/83G4/2016/54,Assam,Dima Hasao,Phaiding slide,"Phaiding, Haflong",25.204556,93.138889,Debris,Slide,2016,True,True,False,False,False,False,False,valid,False,True,False,False,valid,False,False,False,,2016,2016,,year_only,year,Year-only value preserved as-is: 2016.,1,limited_date_precision
224,ASM/DH/83G4/2016/07,Assam,Dima Hasao,Haflong – Gunjung slide-1,"Near Gunjung village road
section",25.205528,93.020139,Rock cum Debris,Slide,2016,True,True,False,False,False,False,False,valid,False,True,False,False,valid,False,False,False,,2016,2016,,year_only,year,Year-only value preserved as-is: 2016.,1,limited_date_precision
225,AS/DIM/83G4/2015/53,Assam,Dima Hasao,Semdikhar,"Semdikhar,NH-54",25.206,93.126,Earth,Slide,2014,True,True,False,False,False,False,False,valid,False,True,False,False,valid,False,False,False,,2014,2014,,year_only,year,Year-only value preserved as-is: 2014.,1,limited_date_precision
226,ASM/DH/83G4/2016/03,Assam,Dima Hasao,Heuwangberam subsidence zone-1,"NH 54, Heuwangberam",25.207389,93.122778,Debris,Subsidence,2016,True,True,False,False,False,False,False,valid,False,True,False,False,valid,False,False,False,,2016,2016,,year_only,year,Year-only value preserved as-is: 2016.,1,limited_date_precision
227,AS/DIM/83G4/2015/51,Assam,Dima Hasao,Heuwangbram,"Near Heuwangbram ,NH-54",25.208,93.121,Earth,Slide,2014,True,True,False,False,False,False,False,valid,False,True,False,False,valid,False,False,False,,2014,2014,,year_only,year,Year-only value preserved as-is: 2014.,1,limited_date_precision
230,AS/DIH/83G08/2020/27,Assam,Dima Hasao,,"Namna river, Laisong Bazar",25.21,93.31,Debris,Slide,2018,True,True,False,False,False,False,False,valid,False,True,False,False,valid,False,False,False,,2018,2018,,year_only,year,Year-only value preserved as-is: 2018.,1,limited_date_precision
231,ASM/DH/83G4/2016/36,Assam,Dima Hasao,"Haflong – Gunjung road section slide-
07",Near Gunjung village road,25.214944,93.021611,Debris,Slide,2016,True,True,False,False,False,False,False,valid,False,True,False,False,valid,False,False,False,,2016,2016,,year_only,year,Year-only value preserved as-is: 2016.,1,limited_date_precision
233,ASM/DH/83G4/2016/38,Assam,Dima Hasao,"Haflong – Gunjung road section slide-
09","Haflong town, Dima Hasao",25.216944,93.011361,Rock cum Debris,Slide,2016,True,True,False,False,False,False,False,valid,False,True,False,False,valid,False,False,False,,2016,2016,,year_only,year,Year-only value preserved as-is: 2016.,1,limited_date_precision
234,ASM/DH/83G4/2016/37,Assam,Dima Hasao,"Haflong – Gunjung road section slide-
08","Near Gunjung village road
section",25.2185,93.013111,Debris,Slide,2016,True,True,False,False,False,False,False,valid,False,True,False,False,valid,False,False,False,,2016,2016,,year_only,year,Year-only value preserved as-is: 2016.,1,limited_date_precision
242,AS/DH/83G04/2018/003,Assam,Dima Hasao,Phiding slide,"Near Phiding Railway Station.
Between Mahur and Phiding RS,
NFR.",25.224278,93.222861,Debris,Slide,14 June 2018,True,True,False,False,False,False,False,valid,False,True,False,False,valid,False,False,False,2018-06-14,2018-06-14,2018-06-14,,exact_date,day,Exact calendar date parsed from source text: 14 June 2018.,1,reliable
243,AS/NC/83G04/2009-10/AS-6,Assam,Dima Hasao,Mahur-Wadringdisa slide,,25.229556,93.1556,Debris,Slide,02 April 2010,True,True,False,False,False,False,False,valid,False,True,False,False,valid,False,False,False,2010-04-02,2010-04-02,2010-04-02,,exact_date,day,Exact calendar date parsed from source text: 02 April 2010.,1,reliable
245,AS/DIH/83G08/2020/45,Assam,Dima Hasao,,"Along Jenam river, Laisong area",25.23,93.29,Debris,Slide,2018,True,True,False,False,False,False,False,valid,False,True,False,False,valid,False,False,False,,2018,2018,,year_only,year,Year-only value preserved as-is: 2018.,1,limited_date_precision
250,AS/DIM/83G4/2015/52,Assam,Dima Hasao,Heuwangbram,"Near Heuwangbram ,NH-54",25.242,93.14,Earth,Slide,2014,True,True,False,False,False,False,False,valid,False,True,False,False,valid,False,False,False,,2014,2014,,year_only,year,Year-only value preserved as-is: 2014.,1,limited_date_precision
282,ASM/DH/83G4/2016/04,Assam,Dima Hasao,Mupa-Langting RF Rock slide,"NH 54, Mupa – Langting
Reserved Forest",25.417333,93.129083,Rock,Slide,2015,True,True,False,False,False,False,False,valid,False,True,False,False,valid,False,False,False,,2015,2015,,year_only,year,Year-only value preserved as-is: 2015.,1,limited_date_precision
284,AS/DIM/83G3/2015/59,Assam,Dima Hasao,Dehangi-1,Near Dehangi village,25.42,93.002,Earth,Slide,2014,True,True,False,False,False,False,False,valid,False,True,False,False,valid,False,False,False,,2014,2014,,year_only,year,Year-only value preserved as-is: 2014.,1,limited_date_precision
292,AS/DIM/83G3/2015/60,Assam,Dima Hasao,Dehangi-2,Near Dehangi village,25.424,93.0,Earth,Slide,2014,True,True,False,False,False,False,False,valid,False,True,False,False,valid,False,False,False,,2014,2014,,year_only,year,Year-only value preserved as-is: 2014.,1,limited_date_precision
333,AS/DIM/83G2/2015/07,Assam,Dima Hasao,,"NH 54, near Langting, Dima
Hasao (NC Hills)",25.50669,93.10536,Debris,Slide,2015,True,True,False,False,False,False,False,valid,False,True,False,False,valid,False,False,False,,2015,2015,,year_only,year,Year-only value preserved as-is: 2015.,1,limited_date_precision
338,AS/DIM/83G2/2015/04,Assam,Dima Hasao,,"NH 54, about 1.5 km West of
Purana Dibolong",25.61092,93.09178,Debris,Slide,2015,True,True,False,False,False,False,False,valid,False,True,False,False,valid,False,False,False,,2015,2015,,year_only,year,Year-only value preserved as-is: 2015.,1,limited_date_precision
339,AS/DIM/83G2/2015/06,Assam,Dima Hasao,,"NH 54, 3 km North of Hatikhali",25.64897,93.12083,Debris,Slide,2015,True,True,False,False,False,False,False,valid,False,True,False,False,valid,False,False,False,,2015,2015,,year_only,year,Year-only value preserved as-is: 2015.,1,limited_date_precision
340,AS/DIM/83G2/2015/02,Assam,Dima Hasao,,"NH 54, about 2.5 km SEof
Langlao Disa (NC Hills)",25.65167,93.12083,Earth,Slide,2014,True,True,False,False,False,False,False,valid,False,True,False,False,valid,False,False,False,,2014,2014,,year_only,year,Year-only value preserved as-is: 2014.,1,limited_date_precision
341,AS/DIM/83G2/2015/03,Assam,Dima Hasao,,"NH 54, about 2km SE of Langlao
Disa (NC Hills)",25.65792,93.11811,Debris,Slide,2014,True,True,False,False,False,False,False,valid,False,True,False,False,valid,False,False,False,,2014,2014,,year_only,year,Year-only value preserved as-is: 2014.,1,limited_date_precision
342,AS/DIM/83G2/2015/01,Assam,Dima Hasao,,"NH 54, about 2km SE of Langlao
Disa (NC Hills)",25.65839,93.11808,Debris,Slide,2015,True,True,False,False,False,False,False,valid,False,True,False,False,valid,False,False,False,,2015,2015,,year_only,year,Year-only value preserved as-is: 2015.,1,limited_date_precision
343,AS/DIM/83G2/2015/05,Assam,Dima Hasao,,"NH 54, about 1 km East of
Langlao Disa",25.67153,93.11522,Debris,Topple,2015,True,True,False,False,False,False,False,valid,False,True,False,False,valid,False,False,False,,2015,2015,,year_only,year,Year-only value preserved as-is: 2015.,1,limited_date_precision
344,AS/DIM/83G2/2015/10,Assam,Dima Hasao,,"Manderdisa Daolapur 3, Dima
Hasao",25.72486,93.131083,Debris,Slide,2015,True,True,False,False,False,False,False,valid,False,True,False,False,valid,False,False,False,,2015,2015,,year_only,year,Year-only value preserved as-is: 2015.,1,limited_date_precision
345,AS/DIM/83G2/2015/09,Assam,Dima Hasao,,"Manderdisa Daolapur 3, Dima
Hasao",25.72561,93.13075,Debris,Slide,2015,True,True,False,False,False,False,False,valid,False,True,False,False,valid,False,False,False,,2015,2015,,year_only,year,Year-only value preserved as-is: 2015.,1,limited_date_precision
349,ASM/WKA/83B08/2017/47,Assam,West Karbi Anglong,Hamren-Longpai road slide,"~1 Km North of Longpai,
Longpai road section",25.809417,92.474833,Rock cum Debris,Slide,2016,True,True,False,False,False,False,False,valid,False,True,False,False,valid,False,False,False,,2016,2016,,year_only,year,Year-only value preserved as-is: 2016.,1,limited_date_precision
358,AS/NAG/83G2/2015/08,Assam,Nagaon,,"NH 54, About 2km SW of
Arlongapai, Nagaon",25.81756,93.10886,Rock,Fall,2015,True,True,False,False,False,False,False,valid,False,True,False,False,valid,False,False,False,,2015,2015,,year_only,year,Year-only value preserved as-is: 2015.,1,limited_date_precision
366,AS/KAM/78O5/2020/3,Assam,Kamrup (Rural),Ukiam slide,Ukiam,25.84,91.35,Debris,Slide,2018,True,True,False,False,False,False,False,valid,False,True,False,False,valid,False,False,False,,2018,2018,,year_only,year,Year-only value preserved as-is: 2018.,1,limited_date_precision
393,AS/KAM/78O5/2020/2,Assam,Kamrup (Rural),Rajupara slide,East of Rajupara village,25.91,91.4,Debris,Slide,2017,True,True,False,False,False,False,False,valid,False,True,False,False,valid,False,False,False,,2017,2017,,year_only,year,Year-only value preserved as-is: 2017.,1,limited_date_precision
395,ASM/WKA/83B08/2017/45,Assam,West Karbi Anglong,Amsoi-Umpanai road slide No.5,"~1.5 Km West of Umpanai.
Sunani - Umpanai road",25.946611,92.305361,Debris,Slide,2015,True,True,False,False,False,False,False,valid,False,True,False,False,valid,False,False,False,,2015,2015,,year_only,year,Year-only value preserved as-is: 2015.,1,limited_date_precision
396,AS/KAM/78O5/2020/1,Assam,Kamrup (Rural),Khaksi Sikrabura slide,Boko-Baghmara road,25.95,91.28,Debris,Slide,2019,True,True,False,False,False,False,False,valid,False,True,False,False,valid,False,False,False,,2019,2019,,year_only,year,Year-only value preserved as-is: 2019.,1,limited_date_precision
406,ASM/WKA/83B08/2017/43,Assam,West Karbi Anglong,Amsoi-Umpanai road slide No.3,"~500 meter South of Silaguri,
Sunani - Umpanai road",25.96667,92.356917,Earth,Slide,2016,True,True,False,False,False,False,False,valid,False,True,False,False,valid,False,False,False,,2016,2016,,year_only,year,Year-only value preserved as-is: 2016.,1,limited_date_precision
408,ASM/WKA/83B08/2017/41,Assam,West Karbi Anglong,Amsoi-Umpanai road slide No.1,"~1.5 Km South of Mortin,
Sunani - Umpanai road",25.977194,92.354778,Debris,Slide,2016,True,True,False,False,False,False,False,valid,False,True,False,False,valid,False,False,False,,2016,2016,,year_only,year,Year-only value preserved as-is: 2016.,1,limited_date_precision
412,ASM/WKA/83B08/2017/40,Assam,West Karbi Anglong,Nellie-Umswai road slide No.6,Nellie - Umpanai-Umswai road,26.012,92.264167,Debris,Slide,2016,True,True,False,False,False,False,False,valid,False,True,False,False,valid,False,False,False,,2016,2016,,year_only,year,Year-only value preserved as-is: 2016.,1,limited_date_precision
413,ASM/WKA/83B08/2017/39,Assam,West Karbi Anglong,Nellie-Umswai road slide No.5,Nellie - Umpanai-Umswai road,26.013528,92.266083,Debris,Slide,2016,True,True,False,False,False,False,False,valid,False,True,False,False,valid,False,False,False,,2016,2016,,year_only,year,Year-only value preserved as-is: 2016.,1,limited_date_precision
415,ASM/WKA/83B08/2017/38,Assam,West Karbi Anglong,Nellie-Umswai road slide No.4,"~500 meter North of Asukunchi,
Nellie - Umpanai-Umswai road",26.022833,92.274028,Earth,Slide,2016,True,True,False,False,False,False,False,valid,False,True,False,False,valid,False,False,False,,2016,2016,,year_only,year,Year-only value preserved as-is: 2016.,1,limited_date_precision
417,ASM/WKA/83B08/2017/32,Assam,West Karbi Anglong,Amsoi-Amtrang road slide No.29,"~1.5 Km North of Duronggaon,
Amsoi- Amtrang road",26.030972,92.474139,Earth,Slide,2014,True,True,False,False,False,False,False,valid,False,True,False,False,valid,False,False,False,,2014,2014,,year_only,year,Year-only value preserved as-is: 2014.,1,limited_date_precision
418,ASM/WKA/83B08/2017/30,Assam,West Karbi Anglong,Amsoi-Amtrang road slide No.27,Amsoi- Amtrang road,26.031528,92.472778,Earth,Slide,2016,True,True,False,False,False,False,False,valid,False,True,False,False,valid,False,False,False,,2016,2016,,year_only,year,Year-only value preserved as-is: 2016.,1,limited_date_precision
419,ASM/WKA/83B08/2017/31,Assam,West Karbi Anglong,Amsoi-Amtrang road slide No.28,"~1.2 Km North of Duronggaon,
Amsoi- Amtrang road",26.031583,92.47375,Earth,Slide,2014,True,True,False,False,False,False,False,valid,False,True,False,False,valid,False,False,False,,2014,2014,,year_only,year,Year-only value preserved as-is: 2014.,1,limited_date_precision
421,ASM/WKA/83B08/2017/28,Assam,West Karbi Anglong,Amsoi-Amtrang road slide No.25,Amsoi- Amtrang road,26.033556,92.468056,Debris,Slide,2014,True,True,False,False,False,False,False,valid,False,True,False,False,valid,False,False,False,,2014,2014,,year_only,year,Year-only value preserved as-is: 2014.,1,limited_date_precision
422,ASM/WKA/83B08/2017/29,Assam,West Karbi Anglong,Amsoi-Amtrang road slide No.26,Amsoi- Amtrang road,26.035278,92.470861,Debris,Slide,2010,True,True,False,False,False,False,False,valid,False,True,False,False,valid,False,False,False,,2010,2010,,year_only,year,Year-only value preserved as-is: 2010.,1,limited_date_precision
424,ASM/WKA/83B08/2017/27,Assam,West Karbi Anglong,Amsoi-Amtrang road slide No.24,Amsoi- Amtrang road,26.039194,92.4595,Debris,Slide,2014,True,True,False,False,False,False,False,valid,False,True,False,False,valid,False,False,False,,2014,2014,,year_only,year,Year-only value preserved as-is: 2014.,1,limited_date_precision
429,ASM/WKA/83B08/2017/21,Assam,West Karbi Anglong,Amsoi-Amtrang road slide No.18,"~1 Km North-East of Dolaigaon,
Amsoi- Amtrang road",26.043583,92.440528,Debris,Slide,2016,True,True,False,False,False,False,False,valid,False,True,False,False,valid,False,False,False,,2016,2016,,year_only,year,Year-only value preserved as-is: 2016.,1,limited_date_precision
430,ASM/WKA/83B08/2017/26,Assam,West Karbi Anglong,Amsoi-Amtrang road slide No.23,Amsoi- Amtrang road,26.043583,92.452222,Debris,Slide,2014,True,True,False,False,False,False,False,valid,False,True,False,False,valid,False,False,False,,2014,2014,,year_only,year,Year-only value preserved as-is: 2014.,1,limited_date_precision
431,ASM/WKA/83B08/2017/22,Assam,West Karbi Anglong,Amsoi-Amtrang road slide No.19,"~1.2 Km North-East of
Dolaigaon, Amsoi- Amtrang
road",26.043611,92.440944,Debris,Slide,2016,True,True,False,False,False,False,False,valid,False,True,False,False,valid,False,False,False,,2016,2016,,year_only,year,Year-only value preserved as-is: 2016.,1,limited_date_precision
432,ASM/WKA/83B08/2017/23,Assam,West Karbi Anglong,Amsoi-Amtrang road slide No.20,"~1.5 Km North-East of
Dolaigaon, Amsoi- Amtrang
road",26.043722,92.441472,Debris,Slide,2015,True,True,False,False,False,False,False,valid,False,True,False,False,valid,False,False,False,,2015,2015,,year_only,year,Year-only value preserved as-is: 2015.,1,limited_date_precision
433,ASM/WKA/83B08/2017/25,Assam,West Karbi Anglong,Amsoi-Amtrang road slide No.22,"~1.5 Km South-East
ofTakbigang, Amsoi- Amtrang
road",26.045472,92.457417,Earth,Slide,2016,True,True,False,False,False,False,False,valid,False,True,False,False,valid,False,False,False,,2016,2016,,year_only,year,Year-only value preserved as-is: 2016.,1,limited_date_precision
435,ASM/WKA/83B08/2017/20,Assam,West Karbi Anglong,Barimgaon slide,"East of Barimgaon, Amsoi-
Amtrang road",26.048611,92.432194,Earth,Slide,2016,True,True,False,False,False,False,False,valid,False,True,False,False,valid,False,False,False,,2016,2016,,year_only,year,Year-only value preserved as-is: 2016.,1,limited_date_precision
